story_id,obs1,obs2,real_hypothesis,comet_model,abduction_gpt_lg_model,abduction_gpt_md_model,abduction_gpt_sm_model
d814826f-bce0-494b-8e05-1e1f2e4678b6-1,I bought a pair of goldfish from the animal store.,The fish were dead during the next day.,I bought an automated system to feed them.,The fish got caught by the sea.,I bought a bunch of goldfish from the pet store.  came to be had been eaten in the store. ,I forgot to feed them. ,I went to the animal store to buy some fish. I saw a fish. I saw a fish
d814826f-bce0-494b-8e05-1e1f2e4678b6-1,I bought a pair of goldfish from the animal store.,The fish were dead during the next day.,I feed them plenty.,I put them in the wrong aquarium.,I bought a bunch of goldfish from the pet store.  came to be had been eaten in the store. ,I forgot to feed them. ,I went to the animal store to buy some fish. I saw a fish. I saw a fish
d814826f-bce0-494b-8e05-1e1f2e4678b6-1,I bought a pair of goldfish from the animal store.,The fish were dead during the next day.,They made it out of the bad and lived forever.,The goldfish did not get any warm water.,I bought a bunch of goldfish from the pet store.  came to be had been eaten in the store. ,I forgot to feed them. ,I went to the animal store to buy some fish. I saw a fish. I saw a fish
d814826f-bce0-494b-8e05-1e1f2e4678b6-1,I bought a pair of goldfish from the animal store.,The fish were dead during the next day.,the fish lived much longer than i had anticipated.,the goldfish turned out to be 100 years old.,I bought a bunch of goldfish from the pet store.  came to be had been eaten in the store. ,I forgot to feed them. ,I went to the animal store to buy some fish. I saw a fish. I saw a fish
d8259584-d516-49ab-b399-3b6f394d42d8-1,This year Tina was going to be able to sled on her own.,She laughed loudly as she whizzed down the hill on her new sled.,Tina learned to sled.,Tina was having a fun sled ride.,Tina was excited and bought a new sled.  was a little higher. ,Tina went to the hill. ,Tina was able to sled on her own. Tina was able to sled on her own. Tina was tired of sledding
d8259584-d516-49ab-b399-3b6f394d42d8-1,This year Tina was going to be able to sled on her own.,She laughed loudly as she whizzed down the hill on her new sled.,Tina was excited and bought a new sled.,she got a sled in her wallet.,Tina was excited and bought a new sled.  was a little higher. ,Tina went to the hill. ,Tina was able to sled on her own. Tina was able to sled on her own. Tina was tired of sledding
d8259584-d516-49ab-b399-3b6f394d42d8-1,This year Tina was going to be able to sled on her own.,She laughed loudly as she whizzed down the hill on her new sled.,Tina was given a sled of her own and climbed to the top of the hill.,Tina sledded on her own.,Tina was excited and bought a new sled.  was a little higher. ,Tina went to the hill. ,Tina was able to sled on her own. Tina was able to sled on her own. Tina was tired of sledding
d8259584-d516-49ab-b399-3b6f394d42d8-1,This year Tina was going to be able to sled on her own.,She laughed loudly as she whizzed down the hill on her new sled.,Tina skipped going to the hill.,Tina wanted to sled with a friend.,Tina was excited and bought a new sled.  was a little higher. ,Tina went to the hill. ,Tina was able to sled on her own. Tina was able to sled on her own. Tina was tired of sledding
d8259584-d516-49ab-b399-3b6f394d42d8-1,This year Tina was going to be able to sled on her own.,She laughed loudly as she whizzed down the hill on her new sled.,Tina went to the top of the hill with her bike.,She decided to go sled down the hill.,Tina was excited and bought a new sled.  was a little higher. ,Tina went to the hill. ,Tina was able to sled on her own. Tina was able to sled on her own. Tina was tired of sledding
d8383c3c-f3b9-4c9c-886a-e7608358d257-1,Jake wanted to surprise his girlfriend.,They both appreciated each other's thoughtfulness.,Jake's girlfriend planned a surprise for him the same day.,Jake was nice to her.,Jake's girlfriend also bought him a surprise gift.  came. ,Jake's girlfriend also bought him a surprise gift. ,Jake was very happy to have a surprise for his girlfriend. [SEP]Jake was very happy to have a surprise for his girlfriend. Jake was very excited to have a surprise for his girlfriend
d8383c3c-f3b9-4c9c-886a-e7608358d257-1,Jake wanted to surprise his girlfriend.,They both appreciated each other's thoughtfulness.,Jake's boyfriend wanted to surprise Jake.,Jake invited his girlfriend to dinner with him.,Jake's girlfriend also bought him a surprise gift.  came. ,Jake's girlfriend also bought him a surprise gift. ,Jake was very happy to have a surprise for his girlfriend. [SEP]Jake was very happy to have a surprise for his girlfriend. Jake was very excited to have a surprise for his girlfriend
d8383c3c-f3b9-4c9c-886a-e7608358d257-1,Jake wanted to surprise his girlfriend.,They both appreciated each other's thoughtfulness.,Jake's girlfriend also surprised him.,Jake invited her to dinner.,Jake's girlfriend also bought him a surprise gift.  came. ,Jake's girlfriend also bought him a surprise gift. ,Jake was very happy to have a surprise for his girlfriend. [SEP]Jake was very happy to have a surprise for his girlfriend. Jake was very excited to have a surprise for his girlfriend
d8383c3c-f3b9-4c9c-886a-e7608358d257-1,Jake wanted to surprise his girlfriend.,They both appreciated each other's thoughtfulness.,Jake bought himself a surprise gift.,Jake invited his girlfriend over.,Jake's girlfriend also bought him a surprise gift.  came. ,Jake's girlfriend also bought him a surprise gift. ,Jake was very happy to have a surprise for his girlfriend. [SEP]Jake was very happy to have a surprise for his girlfriend. Jake was very excited to have a surprise for his girlfriend
d8383c3c-f3b9-4c9c-886a-e7608358d257-1,Jake wanted to surprise his girlfriend.,They both appreciated each other's thoughtfulness.,So he stayed at home and didn't buy anything.,Jake showed his girlfriend a cup of coffee and some coffee.,Jake's girlfriend also bought him a surprise gift.  came. ,Jake's girlfriend also bought him a surprise gift. ,Jake was very happy to have a surprise for his girlfriend. [SEP]Jake was very happy to have a surprise for his girlfriend. Jake was very excited to have a surprise for his girlfriend
d8516fb9-8118-4e84-b82b-85a03d941838-1,Today I tried to do all of my laundry.,Unfortunately my washer broke because the loads were too large.,I did not seperate the clothes by load size.,I was preparing too much pasta.,I did not seperate the clothes by load size.  was walked by and saw I walked by. ,I had 100 yard sale. ,I decided to fix it. I was washing my laundry. I was washing my laundry
d8516fb9-8118-4e84-b82b-85a03d941838-1,Today I tried to do all of my laundry.,Unfortunately my washer broke because the loads were too large.,I had 100 lbs of laundry.,I washed a lot.,I did not seperate the clothes by load size.  was walked by and saw I walked by. ,I had 100 yard sale. ,I decided to fix it. I was washing my laundry. I was washing my laundry
d8516fb9-8118-4e84-b82b-85a03d941838-1,Today I tried to do all of my laundry.,Unfortunately my washer broke because the loads were too large.,I loaded all the colored clothes in to the dumpster.,I couldn't turn it off.,I did not seperate the clothes by load size.  was walked by and saw I walked by. ,I had 100 yard sale. ,I decided to fix it. I was washing my laundry. I was washing my laundry
d87b0656-9f88-4247-ad95-644c64d387541,Ben lost his job.,Ben decided to retire.,Ben struggle to find a new job at his late 50's.,Ben didn't want to work.,Ben decided to retire. [SEP]Ben's job was not stable.  came toAfter a cake everyday,Ben decided to retire. [SEP]Ben was offered a job as a gifts present. ,Ben was fired for being a failure. Ben was a failure. Ben was a failure
d87b0656-9f88-4247-ad95-644c64d387542,Ben lost his job.,But then he did find a job.,Ben still wanted to continue his career and perfect his skills.,Ben applied to many jobs but he was scared.,Ben was very worried he was no longer bad at his job.  him of a dancing pretty bad and wait. ,Ben went to multiple school but didn't like his job. ,Ben found a job. Ben went to work. Ben found a job
d87b0656-9f88-4247-ad95-644c64d387542,Ben lost his job.,But then he did find a job.,Ben found a new job that was better.,Ben looked for a new job.,Ben was very worried he was no longer bad at his job.  him of a dancing pretty bad and wait. ,Ben went to multiple school but didn't like his job. ,Ben found a job. Ben went to work. Ben found a job
d87b0656-9f88-4247-ad95-644c64d387542,Ben lost his job.,But then he did find a job.,"Ben skipped out on multiple interviews, looking for his dream job.",Ben struggled to find a job.,Ben was very worried he was no longer bad at his job.  him of a dancing pretty bad and wait. ,Ben went to multiple school but didn't like his job. ,Ben found a job. Ben went to work. Ben found a job
d87b0656-9f88-4247-ad95-644c64d387542,Ben lost his job.,But then he did find a job.,Ben was very worried.,Ben didn't work hard enough.,Ben was very worried he was no longer bad at his job.  him of a dancing pretty bad and wait. ,Ben went to multiple school but didn't like his job. ,Ben found a job. Ben went to work. Ben found a job
d8949221-cd46-4228-ad05-783f2de042ec-1,Dan was still in shock after watching the movie Deadpool.,Dan curled into a ball and weep in the corner.,Dan could not believe what happened to his least favorite character.,Dan's parents saw the bad and decided to buy him another one.,Dan found himself feeling overwhelmed by the film's artdogs. . ,Dan was feeling depressed and didn't know what to do. ,Dan was so sad that he couldn't sleep. [SEP]Dan was so sad that he couldn't sleep. Dan was scared of the movie
d8949221-cd46-4228-ad05-783f2de042ec-1,Dan was still in shock after watching the movie Deadpool.,Dan curled into a ball and weep in the corner.,Dan was very emotional about what he saw.,Dan was horrified when the movie came out.,Dan found himself feeling overwhelmed by the film's artdogs. . ,Dan was feeling depressed and didn't know what to do. ,Dan was so sad that he couldn't sleep. [SEP]Dan was so sad that he couldn't sleep. Dan was scared of the movie
d8949221-cd46-4228-ad05-783f2de042ec-1,Dan was still in shock after watching the movie Deadpool.,Dan curled into a ball and weep in the corner.,Dan found himself feeling overwhelmed by the film's artistry.,Dan was late to the movie for a reading assignment.,Dan found himself feeling overwhelmed by the film's artdogs. . ,Dan was feeling depressed and didn't know what to do. ,Dan was so sad that he couldn't sleep. [SEP]Dan was so sad that he couldn't sleep. Dan was scared of the movie
d8949221-cd46-4228-ad05-783f2de042ec-1,Dan was still in shock after watching the movie Deadpool.,Dan curled into a ball and weep in the corner.,Dan thought the movie was sad.,Dan was too scared.,Dan found himself feeling overwhelmed by the film's artdogs. . ,Dan was feeling depressed and didn't know what to do. ,Dan was so sad that he couldn't sleep. [SEP]Dan was so sad that he couldn't sleep. Dan was scared of the movie
d8c3d0ed-1384-475f-b317-70edd991e166-1,The Smith family was traveling to Six Flags for the very first time.,"When the ride was over, the family had the time of their life.",The Smiths couldn't wait to go on the rollercoaster they'd heard so much about.,They began practicing,They went on the highest mountain ride.  was the last time they'd ever seen. ,They decided to go on a ride together but none of them enjoyed it. ,The Smith family had a great time. The Smith family had a great time. The Smith family had a great time
d8c3d0ed-1384-475f-b317-70edd991e166-1,The Smith family was traveling to Six Flags for the very first time.,"When the ride was over, the family had the time of their life.",They decided to go on a ride one at a time but everyone of them enjoyed it.,The Smith family rode the pier.,They went on the highest mountain ride.  was the last time they'd ever seen. ,They decided to go on a ride together but none of them enjoyed it. ,The Smith family had a great time. The Smith family had a great time. The Smith family had a great time
d8c3d0ed-1384-475f-b317-70edd991e166-1,The Smith family was traveling to Six Flags for the very first time.,"When the ride was over, the family had the time of their life.",They went on the highest ranked ride.,The Smith family found their stops along the way.,They went on the highest mountain ride.  was the last time they'd ever seen. ,They decided to go on a ride together but none of them enjoyed it. ,The Smith family had a great time. The Smith family had a great time. The Smith family had a great time
d8c3d0ed-1384-475f-b317-70edd991e166-1,The Smith family was traveling to Six Flags for the very first time.,"When the ride was over, the family had the time of their life.",the smith family decided to try the most dangerous ride.,The Smith family got a ride to the peak of the mountain.,They went on the highest mountain ride.  was the last time they'd ever seen. ,They decided to go on a ride together but none of them enjoyed it. ,The Smith family had a great time. The Smith family had a great time. The Smith family had a great time
d8fb7275-0848-4f29-b0b1-f0c4ffec52e6-1,Tom always thought his girlfriend's sister was cute.,He loved his girlfriend and didn't want to risk it.,Tom valued his relationship with his girlfriend.,Tom decided to look into it.,Tom was flirted with his girlfriend's sister.  had a very rude boyfriend. ,Tom was flirted with his girlfriend's sister. ,Tom decided to go to a friend's house to meet his girlfriend. Tom met a girl he liked. Tom met a girl he liked
d8fb7275-0848-4f29-b0b1-f0c4ffec52e6-1,Tom always thought his girlfriend's sister was cute.,He loved his girlfriend and didn't want to risk it.,Tom decided not to ask out his girlfriend's sister.,Tom tried his best to convince her to date him.,Tom was flirted with his girlfriend's sister.  had a very rude boyfriend. ,Tom was flirted with his girlfriend's sister. ,Tom decided to go to a friend's house to meet his girlfriend. Tom met a girl he liked. Tom met a girl he liked
d8fb7275-0848-4f29-b0b1-f0c4ffec52e6-1,Tom always thought his girlfriend's sister was cute.,He loved his girlfriend and didn't want to risk it.,Tom had thoughts of going for her instead.,Tom and her girlfriend spent the day together.,Tom was flirted with his girlfriend's sister.  had a very rude boyfriend. ,Tom was flirted with his girlfriend's sister. ,Tom decided to go to a friend's house to meet his girlfriend. Tom met a girl he liked. Tom met a girl he liked
d8fb7275-0848-4f29-b0b1-f0c4ffec52e6-1,Tom always thought his girlfriend's sister was cute.,He loved his girlfriend and didn't want to risk it.,Tom still keeps flirting with his girlfriend's sister.,Tom got some really weird thought.,Tom was flirted with his girlfriend's sister.  had a very rude boyfriend. ,Tom was flirted with his girlfriend's sister. ,Tom decided to go to a friend's house to meet his girlfriend. Tom met a girl he liked. Tom met a girl he liked
d912abed-56af-4e5b-b5d8-fd14c0f42fca-1,Tom was an electronics store.,"When Tom got home, he realized that he wasted his money.",Tom spent $255.00 on unimportant gadgets.,Tom got his electronics in boxes on the counter.,Tom bought a new stereo system for his house.  was the said. ,Tom bought a new stereo system for his house. ,Tom was told to go to the store. Tom was told to go to the store. Tom was told to go to the store
d912abed-56af-4e5b-b5d8-fd14c0f42fca-1,Tom was an electronics store.,"When Tom got home, he realized that he wasted his money.",Tom bought a new stereo system for his house.,Tom spent all day selling electronics.,Tom bought a new stereo system for his house.  was the said. ,Tom bought a new stereo system for his house. ,Tom was told to go to the store. Tom was told to go to the store. Tom was told to go to the store
d912abed-56af-4e5b-b5d8-fd14c0f42fca-1,Tom was an electronics store.,"When Tom got home, he realized that he wasted his money.",Tom bought several things he did not really comfort.,Tom wanted to spend more.,Tom bought a new stereo system for his house.  was the said. ,Tom bought a new stereo system for his house. ,Tom was told to go to the store. Tom was told to go to the store. Tom was told to go to the store
d912abed-56af-4e5b-b5d8-fd14c0f42fca-1,Tom was an electronics store.,"When Tom got home, he realized that he wasted his money.",Tom saw a new cheese ball and bought it.,Tom decided to look into bigger stores.,Tom bought a new stereo system for his house.  was the said. ,Tom bought a new stereo system for his house. ,Tom was told to go to the store. Tom was told to go to the store. Tom was told to go to the store
d920630d-4308-4c2b-a0f7-1c6c05723975-1,Kathy was talking on the phone when she slipped on a patch of ice.,"However, they both ended up on the ground with a few bumps.","As Kathy fell, another person walking fell when Kathy pushed her.",It started raining heavily.,Kathy fell on the ground.  came to be tripped and fell. ,Kathy was not paying attention and fell on the ground. ,Kathy fell down the ice. Kathy fell on the ice. Kathy fell on the ice
d920630d-4308-4c2b-a0f7-1c6c05723975-1,Kathy was talking on the phone when she slipped on a patch of ice.,"However, they both ended up on the ground with a few bumps.",Kathy narrowly missed the other person.,"Kathy was nervous at first, but playedfully made contact with the ice.",Kathy fell on the ground.  came to be tripped and fell. ,Kathy was not paying attention and fell on the ground. ,Kathy fell down the ice. Kathy fell on the ice. Kathy fell on the ice
d920630d-4308-4c2b-a0f7-1c6c05723975-1,Kathy was talking on the phone when she slipped on a patch of ice.,"However, they both ended up on the ground with a few bumps.",Kathy fell on a person walking toward her.,Her mom told her to wait for it to warm up.,Kathy fell on the ground.  came to be tripped and fell. ,Kathy was not paying attention and fell on the ground. ,Kathy fell down the ice. Kathy fell on the ice. Kathy fell on the ice
d920630d-4308-4c2b-a0f7-1c6c05723975-1,Kathy was talking on the phone when she slipped on a patch of ice.,"However, they both ended up on the ground with a few bumps.",Kathy was not paying attention when she slipped on the sidewalk walking to work.,Kathy started slipping on a patch.,Kathy fell on the ground.  came to be tripped and fell. ,Kathy was not paying attention and fell on the ground. ,Kathy fell down the ice. Kathy fell on the ice. Kathy fell on the ice
d920630d-4308-4c2b-a0f7-1c6c05723975-1,Kathy was talking on the phone when she slipped on a patch of ice.,"However, they both ended up on the ground with a few bumps.",Kathy's son tried to catch the ice and fell as well.,Kathy slipped on the ice.,Kathy fell on the ground.  came to be tripped and fell. ,Kathy was not paying attention and fell on the ground. ,Kathy fell down the ice. Kathy fell on the ice. Kathy fell on the ice
d9312de8-235d-41b5-962f-b3720635e48c-1,A big storm loomed overhead of a trail hiker.,It was so big that he was even able to dry his clothes.,The hiker found a cave to stay in.,A big rain started but he still didn't know how to do it.,The hiker found a cave to stay in.  was so big. ,The hiker found a cave where he could build a fire. ,The trail hiker was hiking in the rain. The trail hiker got wet. The trail hiker got wet
d9312de8-235d-41b5-962f-b3720635e48c-1,A big storm loomed overhead of a trail hiker.,It was so big that he was even able to dry his clothes.,The hiker found a cave where he could extinguish a fire.,He was trying to dry his clothes.,The hiker found a cave to stay in.  was so big. ,The hiker found a cave where he could build a fire. ,The trail hiker was hiking in the rain. The trail hiker got wet. The trail hiker got wet
d9312de8-235d-41b5-962f-b3720635e48c-1,A big storm loomed overhead of a trail hiker.,It was so big that he was even able to dry his clothes.,The trail hiker could not withstand the wind.,He left his towel on the trail.,The hiker found a cave to stay in.  was so big. ,The hiker found a cave where he could build a fire. ,The trail hiker was hiking in the rain. The trail hiker got wet. The trail hiker got wet
d9312de8-235d-41b5-962f-b3720635e48c-1,A big storm loomed overhead of a trail hiker.,It was so big that he was even able to dry his clothes.,The storm was minor.,A big storm suddenly came into the area.,The hiker found a cave to stay in.  was so big. ,The hiker found a cave where he could build a fire. ,The trail hiker was hiking in the rain. The trail hiker got wet. The trail hiker got wet
d93cf0db-5772-4008-a12e-3d41ec0b427a-1,I went to the doctor yesterday for a routine check up.,Today I did just that and I feel much more hydrated.,My doctor said I was drinking too much water.,The doctor said I needed to drink more water.,The doctor told me I needed to drink more water.  I came to the sink and made my stomach feel,The doctor told me I needed to drink more water. ,I went to the doctor and got a prescription. I went to the doctor and got a prescription. I was told I needed to take a shower
d93cf0db-5772-4008-a12e-3d41ec0b427a-1,I went to the doctor yesterday for a routine check up.,Today I did just that and I feel much more hydrated.,THE DOTOR SAID I WAS PERFECTLY HEALTHY.,The doctor was completely sober for the check up.,The doctor told me I needed to drink more water.  I came to the sink and made my stomach feel,The doctor told me I needed to drink more water. ,I went to the doctor and got a prescription. I went to the doctor and got a prescription. I was told I needed to take a shower
d93cf0db-5772-4008-a12e-3d41ec0b427a-1,I went to the doctor yesterday for a routine check up.,Today I did just that and I feel much more hydrated.,The doctor told me I needed to drink more water.,The doctor said I had diarrhea.,The doctor told me I needed to drink more water.  I came to the sink and made my stomach feel,The doctor told me I needed to drink more water. ,I went to the doctor and got a prescription. I went to the doctor and got a prescription. I was told I needed to take a shower
d93cf0db-5772-4008-a12e-3d41ec0b427a-1,I went to the doctor yesterday for a routine check up.,Today I did just that and I feel much more hydrated.,The doctor told me I needed more water.,The doctor told me I needed to take a vitamin D.,The doctor told me I needed to drink more water.  I came to the sink and made my stomach feel,The doctor told me I needed to drink more water. ,I went to the doctor and got a prescription. I went to the doctor and got a prescription. I was told I needed to take a shower
d944ef49-05da-407e-a229-c7a6e053148e-1,Jackson needs to find something to cook for guests arriving today.,He is very happy he found something to cook for them.,He decided to order food instead.,Jackson ordered things online.,Jackson's guests enjoyed the food.  came to be thebecomes famous. ,Jackson went to the grocery store and bought ingredients for dinner. ,Jackson was able to find a recipe for a grilled cheese sandwich. Jackson found a recipe for grilled cheese. Jackson found a recipe for grilled cheese
d944ef49-05da-407e-a229-c7a6e053148e-1,Jackson needs to find something to cook for guests arriving today.,He is very happy he found something to cook for them.,He looks for ideas online.,The children came over to Jackson's and she cooked their dinner for them.,Jackson's guests enjoyed the food.  came to be thebecomes famous. ,Jackson went to the grocery store and bought ingredients for dinner. ,Jackson was able to find a recipe for a grilled cheese sandwich. Jackson found a recipe for grilled cheese. Jackson found a recipe for grilled cheese
d944ef49-05da-407e-a229-c7a6e053148e-1,Jackson needs to find something to cook for guests arriving today.,He is very happy he found something to cook for them.,Jackson Looked in the refrigerator and saw food to make.,Jackson spent all day looking for some good vegetarian recipes.,Jackson's guests enjoyed the food.  came to be thebecomes famous. ,Jackson went to the grocery store and bought ingredients for dinner. ,Jackson was able to find a recipe for a grilled cheese sandwich. Jackson found a recipe for grilled cheese. Jackson found a recipe for grilled cheese
d944ef49-05da-407e-a229-c7a6e053148e-1,Jackson needs to find something to cook for guests arriving today.,He is very happy he found something to cook for them.,Jackson searched his kitchen shelves and found nothing.,Jackson went to the fire station and got the ingredients.,Jackson's guests enjoyed the food.  came to be thebecomes famous. ,Jackson went to the grocery store and bought ingredients for dinner. ,Jackson was able to find a recipe for a grilled cheese sandwich. Jackson found a recipe for grilled cheese. Jackson found a recipe for grilled cheese
d944ef49-05da-407e-a229-c7a6e053148e-1,Jackson needs to find something to cook for guests arriving today.,He is very happy he found something to cook for them.,So he went to the grocery store and found exactly what he needed.,He looked for weeks but couldn't find anything.,Jackson's guests enjoyed the food.  came to be thebecomes famous. ,Jackson went to the grocery store and bought ingredients for dinner. ,Jackson was able to find a recipe for a grilled cheese sandwich. Jackson found a recipe for grilled cheese. Jackson found a recipe for grilled cheese
d9606ea4-5c94-4e35-a454-aa23eefaa129-1,Jane's favorite jacket got a hole in it.,She went online and was happy with her purchase.,Jane did not have enough money to buy a new jacket.,Jane bought a new jacket and really liked it.,She decided to buy a new jacket.  was the again in her favorite jacket. ,Jane wanted to buy a new jacket. ,Jane's favorite jacket was a black one. Jane's jacket was too small. Jane's jacket was too small
d9606ea4-5c94-4e35-a454-aa23eefaa129-1,Jane's favorite jacket got a hole in it.,She went online and was happy with her purchase.,Jane found a store website that sold the same jacket.,Jane went to check what the jacket was.,She decided to buy a new jacket.  was the again in her favorite jacket. ,Jane wanted to buy a new jacket. ,Jane's favorite jacket was a black one. Jane's jacket was too small. Jane's jacket was too small
d9606ea4-5c94-4e35-a454-aa23eefaa129-1,Jane's favorite jacket got a hole in it.,She went online and was happy with her purchase.,She decided to patch her jacket up.,Jane looked for a new jacket online.,She decided to buy a new jacket.  was the again in her favorite jacket. ,Jane wanted to buy a new jacket. ,Jane's favorite jacket was a black one. Jane's jacket was too small. Jane's jacket was too small
d9606ea4-5c94-4e35-a454-aa23eefaa129-1,Jane's favorite jacket got a hole in it.,She went online and was happy with her purchase.,She decided to replace it with a new frog.,Jane found a jacket at a hardware store.,She decided to buy a new jacket.  was the again in her favorite jacket. ,Jane wanted to buy a new jacket. ,Jane's favorite jacket was a black one. Jane's jacket was too small. Jane's jacket was too small
d971075f-f07a-4a43-8983-08798bdf3f29-1,Oliver was making a chocolate cake.,"Finally, he enjoyed a slice of cake.","He let the cake cool, then frosted it.",Oliver wanted to surprise his sister.,Oliver spent a lot of time on the cake.  came and then came and made the cake. ,Oliver spent a lot of time on the cake. ,Oliver was making a chocolate cake. Oliver was making a chocolate cake. Oliver was making a chocolate cake
d971075f-f07a-4a43-8983-08798bdf3f29-1,Oliver was making a chocolate cake.,"Finally, he enjoyed a slice of cake.",Oliver waited until after dinner to try it.,Oliver set his cake aside and waited for his brother.,Oliver spent a lot of time on the cake.  came and then came and made the cake. ,Oliver spent a lot of time on the cake. ,Oliver was making a chocolate cake. Oliver was making a chocolate cake. Oliver was making a chocolate cake
d971075f-f07a-4a43-8983-08798bdf3f29-1,Oliver was making a chocolate cake.,"Finally, he enjoyed a slice of cake.",Oliver spent a lot of time on the painting.,Oliver baked the chocolate cake for lunch.,Oliver spent a lot of time on the cake.  came and then came and made the cake. ,Oliver spent a lot of time on the cake. ,Oliver was making a chocolate cake. Oliver was making a chocolate cake. Oliver was making a chocolate cake
d971075f-f07a-4a43-8983-08798bdf3f29-1,Oliver was making a chocolate cake.,"Finally, he enjoyed a slice of cake.",Then he had to wait for the cake to cool down after being taken out of the oven.,Oliver felt terrible about his cake.,Oliver spent a lot of time on the cake.  came and then came and made the cake. ,Oliver spent a lot of time on the cake. ,Oliver was making a chocolate cake. Oliver was making a chocolate cake. Oliver was making a chocolate cake
d999b820-24ef-4fb9-93d4-2096bbcc8467-1,"If they ever won the lottery, they knew what they would do.",There they could focus on something important -- love.,They never one the lottery.,Then they got home.,They went to the nothing they wanted to do.  the built was a home. ,They would always win the lottery. ,They decided to go to the lottery. They were very happy. They went to the lottery
d999b820-24ef-4fb9-93d4-2096bbcc8467-1,"If they ever won the lottery, they knew what they would do.",There they could focus on something important -- love.,They did not  win the lottery and have no money to move to a foreign country.,They decided to buy a lottery ticket.,They went to the nothing they wanted to do.  the built was a home. ,They would always win the lottery. ,They decided to go to the lottery. They were very happy. They went to the lottery
d999b820-24ef-4fb9-93d4-2096bbcc8467-1,"If they ever won the lottery, they knew what they would do.",There they could focus on something important -- love.,They would buy a nice home.,They had their friends over for the weekend so they relaxed.,They went to the nothing they wanted to do.  the built was a home. ,They would always win the lottery. ,They decided to go to the lottery. They were very happy. They went to the lottery
d999b820-24ef-4fb9-93d4-2096bbcc8467-1,"If they ever won the lottery, they knew what they would do.",There they could focus on something important -- love.,They would move into a volcano.,They decided to ask friends.,They went to the nothing they wanted to do.  the built was a home. ,They would always win the lottery. ,They decided to go to the lottery. They were very happy. They went to the lottery
d999b820-24ef-4fb9-93d4-2096bbcc8467-1,"If they ever won the lottery, they knew what they would do.",There they could focus on something important -- love.,They would move to the mountains and live separately.,Their parents picked a few days away.,They went to the nothing they wanted to do.  the built was a home. ,They would always win the lottery. ,They decided to go to the lottery. They were very happy. They went to the lottery
d9c676a2-a399-4cb8-80cb-cff945e0bc95-1,Lucas just sat at home watching South Park all day.,He felt immensely happy having the sun beat down on his face.,A few hours passed Lucas stepped outside to lay in grass.,Lucas decided to play in the shade.,A man decided to play a game on his phone.  was very came out. ,He had a good day to get out in the sun. ,Lucas decided to take a break from watching South Park. Lucas decided to watch South Park. Lucas decided to watch South Park
d9c676a2-a399-4cb8-80cb-cff945e0bc95-1,Lucas just sat at home watching South Park all day.,He felt immensely happy having the sun beat down on his face.,His mom made him turn off the tv and go out in the sun.,Lucas wanted to play a show but could not.,A man decided to play a game on his phone.  was very came out. ,He had a good day to get out in the sun. ,Lucas decided to take a break from watching South Park. Lucas decided to watch South Park. Lucas decided to watch South Park
d9c676a2-a399-4cb8-80cb-cff945e0bc95-1,Lucas just sat at home watching South Park all day.,He felt immensely happy having the sun beat down on his face.,Lucas opened his curtains.,Lucas went outside and found the perfect spot.,A man decided to play a game on his phone.  was very came out. ,He had a good day to get out in the sun. ,Lucas decided to take a break from watching South Park. Lucas decided to watch South Park. Lucas decided to watch South Park
d9c676a2-a399-4cb8-80cb-cff945e0bc95-1,Lucas just sat at home watching South Park all day.,He felt immensely happy having the sun beat down on his face.,Suddenly the power went out so Lucas went outside.,Lucas had to spend the day outside.,A man decided to play a game on his phone.  was very came out. ,He had a good day to get out in the sun. ,Lucas decided to take a break from watching South Park. Lucas decided to watch South Park. Lucas decided to watch South Park
d9c676a2-a399-4cb8-80cb-cff945e0bc95-1,Lucas just sat at home watching South Park all day.,He felt immensely happy having the sun beat down on his face.,Then his sister asked if he wanted to spend the weekend at the bowling alley.,Lucas decided to go to the planetarium and see the cartoons.,A man decided to play a game on his phone.  was very came out. ,He had a good day to get out in the sun. ,Lucas decided to take a break from watching South Park. Lucas decided to watch South Park. Lucas decided to watch South Park
d9e05a94-5952-4d24-b635-09533b5d1b5b-1,Ed and Emma were camping.,Emma thought the fire was very romantic.,Ed and Emma decided to start a bonfire.,Emma left a burnt burning area near Emma's campsite.,Ed made a fire.  came. ,Ed made a fire. ,Ed and Emma went to the fire. Ed and Emma went to the fire. Ed and Emma went to the fire
d9e05a94-5952-4d24-b635-09533b5d1b5b-1,Ed and Emma were camping.,Emma thought the fire was very romantic.,Ed built a fire for them to sit non-value.,They came across a strange dark bear on their campsite.,Ed made a fire.  came. ,Ed made a fire. ,Ed and Emma went to the fire. Ed and Emma went to the fire. Ed and Emma went to the fire
d9e05a94-5952-4d24-b635-09533b5d1b5b-1,Ed and Emma were camping.,Emma thought the fire was very romantic.,Ed made a fire for dogwhistle.,Ed and Emma went out to see some firework display.,Ed made a fire.  came. ,Ed made a fire. ,Ed and Emma went to the fire. Ed and Emma went to the fire. Ed and Emma went to the fire
d9e05a94-5952-4d24-b635-09533b5d1b5b-1,Ed and Emma were camping.,Emma thought the fire was very romantic.,Ed made a fire.,Emma and Ed saw some flames in the woods.,Ed made a fire.  came. ,Ed made a fire. ,Ed and Emma went to the fire. Ed and Emma went to the fire. Ed and Emma went to the fire
